Entity,IRI
Occipital segment of fusiform gyrus,fma.fma274635
Dorsolateral sulcus of spinal cord,fma.fma75609
Bony part of right temporal bone,fma.fma314621
Left side of posterior nasal spine,fma.fma59142
Right posterior temporal diploic vein,fma.fma52110
Preculminate fissure of cerebellum,fma.fma83736
Body of lateral ventricle,fma.fma83703
Brodmann area 4 of right precentral gyrus,fma.fma271631
Left superior hypophyseal artery,fma.fma49851
Triangular part of left inferior frontal gyrus,fma.fma72751
Cavernous branch of left internal carotid artery,fma.fma49823
Descending branch of left occipital artery,fma.fma49610
Anterior part of left superior frontal gyrus,fma.fma72763
Posterior glandular branch of right superior thyroid artery,fma.fma49492
Lateral direct tributary of great cerebral vein,fma.fma51023
Cavernous branch of right internal carotid artery to wall of right cavernous sinus,fma.fma49863
Dorsolateral fissure of midbrain,fma.fma74513
Right palatine bone,fma.fma53655
Left facial modiolus,fma.fma55603
Left sub-zygomatic arch space,fma.fma316319
Anterior transverse temporal gyrus,fma.fma61909
Decussation of superior cerebellar peduncle,fma.fma72455
Wall of trunk of posterior inferior cerebellar artery,fma.fma85660
Mucosa of right maxillary sinus,fma.fma59777
Peripheral part of cornea,fma.fma58338
Cerebral part of right internal carotid artery,fma.fma49825
Meningeal branch of cavernous part of right internal carotid artery,fma.fma67618
Middle temporal branch of left middle cerebral artery,fma.fma50468
Right mastoid antrum,fma.fma55718
Distal tendon of alar part of left nasalis,fma.fma319568
Gray matter of left superior frontal gyrus,fma.fma270482
Occipital segment of right fusiform gyrus,fma.fma274637
Lateral hypothalamic region,fma.fma62030
Zone of superficial fascia of external nose,fma.fma59548
Parietal zone of longitudinal fissure,fma.fma284464
Cerebrocerebellar fissure,fma.fma74514
Left deep lingual vein,fma.fma50832
Right internal acoustic meatus,fma.fma56103
Vein of utricle of internal ear,fma.fma52422
Accessory branch of left middle meningeal artery,fma.fma49722
Left lateral half of face,fma.fma0326175
Mucosa of right side of internal nose,fma.fma59745
Vasculature of bony part of ethmoid bone,fma.fma314832
Left stylohyal,fma.fma56474
Alveolodental segment 28,fma.fma289787
Branch of inferior alveolar artery,fma.fma49698
Sternocleidomastoid branch of occipital branch of posterior auricular artery,fma.fma79401
Brodmann area 9 of left inferior frontal gyrus,fma.fma271726
Major alar cartilage proper,fma.fma59557
Vitreous body,fma.fma58827
Segment of skin of head proper,fma.fma59345
Head of right malleus,fma.fma270015
Right side of anterior nasal spine,fma.fma59051
External surface of sclera,fma.fma58355
Temporal artery,fma.fma50438
Intralaminar part of intra-ocular part of right optic nerve,fma.fma58718
Dorsal intermediate sulcus of medulla oblongata,fma.fma75268
Cribriform plate,fma.fma52890
White matter of left superior transverse frontopolar gyrus,fma.fma274455
Right temporal zone of scalp,fma.fma224022
Cavernous branch of left internal carotid artery to wall of left cavernous sinus,fma.fma49864
Right dorsal scapular vein,fma.fma22932
Segment of central retinal artery,fma.fma49945
Left pharyngotympanic tube,fma.fma60055
Medial lemniscus,fma.fma83675
Wall of right lateral ventricle,fma.fma242782
Right retropalpebral space,fma.fma0329318
Trunk of muscular branch of right vertebral artery,fma.fma302143
Right submandibular duct tree,fma.fma72280
Left lateral inferior limiting sulcus,fma.fma275431
Left collicular artery,fma.fma50667
Left frontal tuber,fma.fma54386
Medullary cavity of right temporal bone,fma.fma314745
Vena comitans of right hypoglossal nerve,fma.fma50834
Precommunicating part of left posterior cerebral artery,fma.fma50640
Dorsum of nose,fma.fma59517
Temporal fascia,fma.fma76863
Trunk of posterior auricular vein,fma.fma77910
Left palatine bone,fma.fma53656
Posterior auricular vein,fma.fma50851
Articular capsule of right temporomandibular joint,fma.fma57051
Branch of precommunicating part of anterior cerebral artery,fma.fma79614
Tentorial marginal branch of right internal carotid artery,fma.fma70535
Sagittal suture,fma.fma52929
Pharyngeal branch of right ascending pharyngeal artery,fma.fma49521
Right lingual artery,fma.fma49527
Sphenopalatine artery,fma.fma49804
Frontal horn of lateral ventricle,fma.fma74520
External part of right external acoustic tube,fma.fma61312
Mandibular alveolar mucosa proper,fma.fma313980
Cervical part of vertebral artery,fma.fma50494
Isthmus segment of cartilaginous part of left pharyngotympanic tube,fma.fma285313
Segment of skin of face,fma.fma59349
Left polar temporal artery,fma.fma50381
Lateral medullary branch of right vertebral artery,fma.fma50538
Trunk of superior epigastric vein,fma.fma78136
Triangular fold of fauces,fma.fma55048
Major circulus arteriosus of left iris,fma.fma58583
Medial lemniscus of medulla,fma.fma72621
Medullary cavity of left parietal bone,fma.fma314739
Vein of utricle of left internal ear,fma.fma52424
Right major alar cartilage proper,fma.fma59558
Left postcentral gyrus,fma.fma72666
Recurrent branch of ophthalmic artery,fma.fma51968
Vasculature of cerebellum,fma.fma268519
Orbital fat body,fma.fma59005
Trunk of right deep temporal vein,fma.fma78190
Endosteum of ethmoid,fma.fma315005
Muscular branch of vertebral artery,fma.fma50506
Skin of right parietal part of head,fma.fma63876
Frontal vein,fma.fma51102
Orbital process of left palatine bone,fma.fma59145
Tentorial marginal branch of internal carotid artery,fma.fma70534
Branch of maxillary artery,fma.fma49688
Terminal branch of left superficial temporal artery,fma.fma79424
Zygomatic part of right cheek,fma.fma60967
Posterior spinal artery,fma.fma50522
Right helicis major,fma.fma48969
Vomer,fma.fma9710
Set of subdivisions of head,fma.fma284644
Right pinna,fma.fma56663
Trunk of angular vein,fma.fma77967
Bone of sphenoid bone,fma.fma259793
Left posterior meningeal artery,fma.fma49505
Brodmann area 6 of left inferior frontal gyrus,fma.fma271639
Periosteum of sphenoid bone,fma.fma259835
Branch of sphenoid part of middle cerebral artery,fma.fma79631
Stapedial branch of right posterior auricular artery,fma.fma79391
Pterygoid branch of maxillary artery,fma.fma49751
Vasculature of ethmoid bone,fma.fma259864
Sulcal segment of left superior frontal gyrus,fma.fma275632
Right infra-orbital artery,fma.fma49768
Set of joints of head,fma.fma284623
Branch of posterior cerebral artery,fma.fma50586
Trunk of sphenopalatine vein,fma.fma78186
Inferior hypophysial artery,fma.fma49846
Cerebral ventricle,fma.fma275917
Alveolodental segment 27,fma.fma289785
Right thalamogeniculate artery,fma.fma50670
Left supramarginal gyrus,fma.fma72668
Mastoid branch of left posterior auricular artery,fma.fma79389
Right second anterior intercostal vein,fma.fma4780
Branch of right anterior choroidal artery to fimbria of right fornix,fma.fma50166
Posterosuperior part of left nasal cavity,fma.fma59683
Right pterygoid artery,fma.fma49832
Zygomatic process of left maxilla,fma.fma57689
Collicular artery,fma.fma50625
Vasculature of bony part of skull bone,fma.fma314800
Spinal branch of vertebral artery,fma.fma50505
Cartilage of right external acoustic meatus,fma.fma61299
Skin,fma.fma7163
Supratip of nose,fma.fma7163
Vasculature of bony part of right parietal bone,fma.fma314806
Posterior pole of left eyeball,fma.fma58118
Right superior anastomotic vein,fma.fma51240
Auricularis posterior branch of right posterior auricular artery,fma.fma79419
Gray matter of orbitobasal segment of right frontal lobe,fma.fma274474
Left inferior labial vein,fma.fma52543
Incus,fma.fma52752
Lateral branch of auricular branch of left posterior auricular artery,fma.fma79399
Tonsillar branch of left ascending pharyngeal artery,fma.fma79213
Ear,fma.fma52780
Intraocular part of central retinal artery,fma.fma49949
Left hyaloid canal,fma.fma58842
Trunk of fourth anterior intercostal vein,fma.fma78143
Branch of anterior choroidal artery to optic tract,fma.fma50116
Sternocleidomastoid artery,fma.fma49477
Chin,fma.fma46495
Hypothalamic branch of right posterior communicating artery,fma.fma50428
Lumen of right lacrimal duct,fma.fma85379
Major circulus arteriosus of right iris,fma.fma58582
Nasopharynx,fma.fma54878
Mucosa of right incus,fma.fma302791
Skin of temple region of right temporal part of head,fma.fma317829
Left inferior parietal lobule,fma.fma81255
Zygomatico-orbital artery,fma.fma49663
Right peri-orbital region of face,fma.fma322173
Branch of left anterior choroidal artery to left red nucleus,fma.fma50163
Lateral part of right cheek,fma.fma74824
Apex of pinna,fma.fma61178
Tributary of lingual vein,fma.fma78208
Tract of neuraxis,fma.fma83847
Glosso-epiglottic region of mouth,fma.fma292376
Left anterolateral medullary vein,fma.fma51638
Periosteum of vomer,fma.fma259840
Epithelium of mucosa of mouth,fma.fma265152
Right lateral half of nose,fma.fma0326699
Inferior labial artery,fma.fma49567
Skin of right upper eyelid,fma.fma52917
Branch of left anterior choroidal artery to left tuber cinereum,fma.fma50159
Body of sphenoid,fma.fma52867
Left greater horn of hyoid bone,fma.fma59498
Left submandibular gland,fma.fma59803
Tracheal vein,fma.fma4750
Brodmann area 30 of lingual gyrus,fma.fma271472
Wall of lacrimal canaliculus,fma.fma59603
Left condylar process of mandible,fma.fma52840
Tributary of great cerebral vein,fma.fma50996
Vermilion border region of left side of upper lip,fma.fma313907
Right superciliary arch,fma.fma54387
Lacrimal apparatus,fma.fma55605
Left cerebral crus,fma.fma242162
Middle meningeal artery,fma.fma49711
Frontal pole,fma.fma74885
Vena comitantes of right internal thoracic artery,fma.fma4770
White matter of left middle transverse frontopolar gyrus,fma.fma274467
Fibrous membrane of articular capsule of left temporomandibular joint,fma.fma57058
Mucosa of vestibular fold,fma.fma64018
Superficial fascia of eyelid,fma.fma63975
Left inferior alveolar artery,fma.fma49697
Mucosa of right sphenoidal sinus,fma.fma59781
Proximal tendon of tragicus,fma.fma319680
Right inferior occipital gyrus,fma.fma273131
Bone of left temporal bone,fma.fma314633
Distal zone of tragicus,fma.fma320880
Mucosa of mouth,fma.fma59660
Head of oblique muscle of auricle,fma.fma320912
Trunk of right external carotid artery,fma.fma66531
Proximal tendon of alar part of nasalis,fma.fma319556
Branch of lingual artery,fma.fma49539
Left precentral gyrus,fma.fma72662
Alveolodental segment 23,fma.fma289777
Superior mental spine,fma.fma59432
Oblique muscle of auricle,fma.fma48986
Trunk of left supreme intercostal vein,fma.fma66711
Left middle ear,fma.fma56515
Lateral ligament of temporomandibular joint,fma.fma57071
Tarsal gland of left upper eyelid,fma.fma63971
Anterior ligament of left pinna,fma.fma61044
Transverse facial artery,fma.fma49657
Left anterior parolfactory sulcus,fma.fma275309
Distal tendon of left frontalis,fma.fma319500
Left superior rostral sulcus,fma.fma275359
Left maxillary sinus,fma.fma57717
Subarachnoid space of brain,fma.fma322073
Medial orbital gyrus,fma.fma62419
Set of right eye and related structures,fma.fma302818
Wall of trunk of superior cerebellar artery,fma.fma85662
Lateral glandular branch of left superior thyroid artery,fma.fma49496
Mucosa of left sphenoidal sinus,fma.fma59782
Dorsal part of of left lateral occipital gyrus,fma.fma274241
Right ala of crista galli,fma.fma57445
Vasculature of hard palate,fma.fma289913
Set of periodontia,fma.fma269567
Peridental branch of anterior superior alveolar artery,fma.fma49776
Glabella,fma.fma52851
Pretectal region,fma.fma62402
Tympanic membrane,fma.fma9595
Trunk of vena comitantes of right internal thoracic artery,fma.fma78131
Faucial part of mouth,fma.fma59992
Right medial occipitotemporal gyrus,fma.fma275193
Superior labial artery proper,fma.fma277676
Set of right nasal muscles,fma.fma73775
Right anterolateral pontine vein,fma.fma51635
Medial pterygoid muscle branch of ascending palatine artery,fma.fma79240
Nonparenchymatous organ,fma.fma55665
Bone of right nasal bone,fma.fma236779
Amiculum of inferior olivary complex,fma.fma72611
Articular cartilage of posterior part of zygomatic process of right temporal bone,fma.fma57097
Branch of left anterior inferior cerebellar artery to medulla oblongata,fma.fma50559
Medial surface of auricular cartilage,fma.fma61098
Frontal sinus,fma.fma57417
Left external palatine vein,fma.fma50924
Left orbital vein,fma.fma321974
Skin of left temporal part of head,fma.fma52923
Right superior postcentral sulcus,fma.fma275389
Vasculature of endosteum of left temporal bone,fma.fma315447
Nasal part of right lacrimal bone,fma.fma57620
Masseter branch of right transverse facial artery,fma.fma77978
Inferior cerebellar peduncle,fma.fma72615
Medullary cavity of mandible,fma.fma314764
Membranous labyrinth,fma.fma61022
Deep layer of levator palpebrae superioris,fma.fma49138
Supra-auricular region of squamous part of right temporal bone,fma.fma317847
Left external ear,fma.fma53644
Skin of right ala of nose,fma.fma59535
Neural network of vestibular part of mouth,fma.fma289610
Integument of left temple,fma.fma320480
Buccal artery,fma.fma49754
Muscle body of right nasalis,fma.fma314221
Branch of anterior choroidal artery to optic chiasm,fma.fma50115
Lunogracile fissure of cerebellum,fma.fma75137
Fibrous layer of right eyeball,fma.fma58105
Common modiolar vein,fma.fma52411
Tendon of extra-ocular muscle,fma.fma322244
Left stylomandibular ligament,fma.fma57086
Neural network of left lacrimal bone,fma.fma314929
Cheek,fma.fma46476
Lumen of pharyngotympanic tube,fma.fma60079
Left facial vein,fma.fma50877
Tributary of sphenoparietal sinus,fma.fma0327010
Right middle ethmoidal cell,fma.fma57470
Polar part of left superior frontal gyrus,fma.fma72761
Superficial fascia of upper eyelid,fma.fma63976
Distal zone of auricularis posterior,fma.fma320294
Wall of posterior segment of eyeball,fma.fma58762
